_from,_to,relType,sourceType,targetType
e_skills/4f3420c4-af8a-4118-9d47-98316e3d3a0a,e_skills/c0030745-af8b-4e3e-95b0-8ffdc077ab0c,optional,knowledge,knowledge
e_skills/4f3420c4-af8a-4118-9d47-98316e3d3a0a,e_skills/2118f203-0d0d-4aad-aefd-90b7844404a9,optional,knowledge,knowledge
e_skills/c7529c1f-1083-48d3-8029-39dafbafe253,e_skills/462294da-debb-40c2-afc0-af050577b2bf,essential,,
e_skills/c7529c1f-1083-48d3-8029-39dafbafe253,e_skills/450039f1-83ed-4981-9b37-25161f8c27c4,essential,,
e_skills/c7529c1f-1083-48d3-8029-39dafbafe253,e_skills/bd64501c-8178-4bc3-b744-425dcd3b5af2,essential,,
e_skills/e9e09986-f317-4429-859b-63281e91c012,e_skills/8bff0a76-bb22-41c8-af21-e56225459553,optional,knowledge,knowledge
e_skills/e9e09986-f317-4429-859b-63281e91c012,e_skills/5a091317-cedf-4bb1-8715-21348c335cfb,optional,knowledge,knowledge
e_skills/e9e09986-f317-4429-859b-63281e91c012,e_skills/22eece47-9ec7-4d1e-a0f0-3924a318c3e8,optional,knowledge,knowledge
e_skills/14753801-6404-48bf-9eab-4511637b4289,e_skills/3c880e8f-dd50-4e58-988e-dcde3eecd62e,optional,knowledge,knowledge
e_skills/5b74f54c-c596-4096-bbb0-25c3ba48639e,e_skills/a2207b02-adcf-4236-a377-4ff54a24892d,optional,knowledge,knowledge
e_skills/5b74f54c-c596-4096-bbb0-25c3ba48639e,e_skills/3b0a0eb6-b246-47be-a9b2-905e1f0f2ed1,optional,knowledge,knowledge
e_skills/5b74f54c-c596-4096-bbb0-25c3ba48639e,e_skills/cc59109e-6b8d-4329-94c4-aa4c5332ea43,optional,knowledge,knowledge
e_skills/6c935e07-1cea-4e80-92fd-7aecf5b6d6c8,e_skills/c2de5b11-613f-44e2-9f2b-b1e2994b151f,optional,knowledge,knowledge
e_skills/df829816-ecd6-4629-b8cb-8da3997b3446,e_skills/ce04f710-48fc-4fcb-88ec-7fbd0a8eb4f8,optional,knowledge,knowledge
e_skills/ba7d8572-fb51-475b-8ec0-89fa79704c92,e_skills/cd13c836-1986-4fd3-91f7-881302ac3478,optional,knowledge,knowledge
e_skills/ba7d8572-fb51-475b-8ec0-89fa79704c92,e_skills/b40f6c00-2143-4712-92a5-d2d747bad22b,optional,knowledge,knowledge
e_skills/ba7d8572-fb51-475b-8ec0-89fa79704c92,e_skills/9ba9274d-851c-4177-bc97-0f6a6db7f6b4,optional,knowledge,knowledge
e_skills/9feb7b6a-ac45-4b2d-89a9-a7cf1ff117fd,e_skills/c2667920-393d-4833-b83c-a35096bfe1d8,optional,knowledge,knowledge
e_skills/3007da78-b496-41ca-a43d-649d3881126b,e_skills/090f701f-7b92-4690-ad1d-79285b957bb2,optional,knowledge,knowledge
e_skills/0b624112-ebc4-4427-8831-0ac378510f60,e_skills/32ca91ed-f2a9-4e38-a57c-faf25b2233d0,essential,knowledge,knowledge
e_skills/0b624112-ebc4-4427-8831-0ac378510f60,e_skills/1b968131-b7ef-44ff-89ab-4f120ddfd6b3,optional,knowledge,knowledge
e_skills/0b624112-ebc4-4427-8831-0ac378510f60,e_skills/979d9203-9d00-40e4-b119-717840761a35,optional,knowledge,knowledge
e_skills/0b624112-ebc4-4427-8831-0ac378510f60,e_skills/70254e48-fa2a-4499-bc9b-7562e8e849de,optional,knowledge,knowledge
e_skills/0b624112-ebc4-4427-8831-0ac378510f60,e_skills/8adb28be-ffff-4725-b782-e1df404e6a1f,optional,knowledge,knowledge
e_skills/1ca53b5a-e8fb-4026-9395-9c3d918614fe,e_skills/97346652-4ff8-4f47-957d-7a874f569d5a,optional,knowledge,knowledge
e_skills/1ca53b5a-e8fb-4026-9395-9c3d918614fe,e_skills/a8865e66-4381-4b99-877c-7719df2553b3,optional,knowledge,knowledge
e_skills/1ca53b5a-e8fb-4026-9395-9c3d918614fe,e_skills/0e7e2df2-2992-4b68-8614-08d343c2da2f,optional,knowledge,knowledge
e_skills/1ca53b5a-e8fb-4026-9395-9c3d918614fe,e_skills/90037ba1-485a-4385-8e39-5b341bece5f8,optional,knowledge,knowledge
e_skills/1ca53b5a-e8fb-4026-9395-9c3d918614fe,e_skills/58d18f6b-5a1a-4b86-9fe3-85f99f375d51,optional,knowledge,knowledge
e_skills/c20bf5c5-8f91-400f-ab18-260f6964e0b6,e_skills/97827615-7b78-4fa2-bb74-90f6a30b6317,optional,knowledge,knowledge
e_skills/105e7606-4f98-49ba-8c73-f3f350b24595,e_skills/015296cd-5cd2-4b17-94bb-67e9ffdd8f3a,optional,knowledge,knowledge
e_skills/6442db01-2d8e-4da2-9daf-79e272378220,e_skills/6722f005-ec03-4165-9c0b-eacf35845bf4,optional,knowledge,knowledge
e_skills/e05dee3e-54a1-4305-9e1a-46b2e7982df2,e_skills/0661df0f-bb65-4202-ac53-b1d9cb1bb72d,optional,knowledge,knowledge
e_skills/ba80ab94-e4d0-4b49-b7e7-b04fa6656489,e_skills/b50846af-d4be-4eff-88a7-dcaaabf8997e,optional,knowledge,knowledge
e_skills/ba80ab94-e4d0-4b49-b7e7-b04fa6656489,e_skills/38ff61b4-a057-4ab1-b250-7263b419c2da,optional,knowledge,knowledge
e_skills/a1441178-3462-443a-808d-42a415ddc5c6,e_skills/e5f548a1-7ebf-498c-ac69-685f92283516,optional,knowledge,knowledge
e_skills/1755465b-2a51-469f-9727-a8609226061e,e_skills/4fbb69f0-98e5-4c95-a342-261f17bf548e,optional,knowledge,knowledge
e_skills/1755465b-2a51-469f-9727-a8609226061e,e_skills/f5686492-6233-419c-9951-266a9f36dc9a,optional,knowledge,knowledge
e_skills/1755465b-2a51-469f-9727-a8609226061e,e_skills/e15fa56a-b4bf-4555-8cc2-921a5b9dd61c,optional,knowledge,knowledge
e_skills/63295892-3af2-4065-9f87-46e6459ddc2c,e_skills/fcf10b8a-8841-4940-9481-fc5fb6920188,optional,knowledge,knowledge
e_skills/a718a8d2-335c-4518-b56e-56397cb9a18b,e_skills/b0860bac-8252-40c3-8552-950a496b7a04,optional,knowledge,knowledge
e_skills/0ccfbc20-bbb5-4f19-942e-e0725198847c,e_skills/db674a9d-8b1a-43aa-85f1-074756bc953d,optional,knowledge,knowledge
e_skills/037ff982-8e8b-4203-99da-4fddde8c43c8,e_skills/61fa685a-01d1-4514-ab0e-78063ec01357,optional,knowledge,knowledge
e_skills/865080c2-befa-4419-ae97-b93ccafbf0ee,e_skills/5b791b0e-43d5-441f-9036-30cb26d9447e,optional,knowledge,knowledge
e_skills/93a5215c-9c32-4ec1-b123-232ebfe4c201,e_skills/66e23ec6-f777-464b-86bb-8e6593a8e93c,optional,knowledge,knowledge
e_skills/93a5215c-9c32-4ec1-b123-232ebfe4c201,e_skills/16cfc18b-e559-48ee-b051-51ac71659c3b,optional,knowledge,knowledge
e_skills/0077616b-f8b7-4a28-bf9e-f5796c4abe61,e_skills/6e72b013-04b4-4454-afee-199bc27747a1,optional,knowledge,knowledge
e_skills/99cf1179-bc60-4519-991e-531dd58b2477,e_skills/7fa22f14-ff3f-4c9d-896e-d074a3b49ac4,optional,knowledge,knowledge
e_skills/99cf1179-bc60-4519-991e-531dd58b2477,e_skills/694f0e67-636d-4efe-a80e-dd31249253e2,optional,knowledge,knowledge
e_skills/22ad57d9-7124-416a-90f6-513ec9183fca,e_skills/c5ff71a5-a4a7-4cf1-b8ad-eb764c90d72d,optional,knowledge,knowledge
e_skills/0209cf55-56f5-4578-b528-11a647cec666,e_skills/8073e212-c1c7-410c-8020-b2c366e6cba5,optional,knowledge,knowledge
e_skills/a672ad4f-0bda-4f00-b441-b41f6c0f7716,e_skills/dd108c48-cf67-408d-a13d-80c13235e9c5,optional,knowledge,knowledge
e_skills/a35c9375-4a67-40db-baed-924344a28567,e_skills/08b69a87-5357-4f8d-a686-77e2d6aa1039,optional,knowledge,knowledge
e_skills/ac623b22-15ea-403d-8786-8ba290d5d471,e_skills/5f5e28e4-28a9-4d09-b8ec-a53bf2d56c9e,optional,knowledge,knowledge
e_skills/dcc0cdb5-9217-402d-bdac-81d72e0933f7,e_skills/0e0bfa05-760f-42af-839f-077c7a53a349,optional,knowledge,knowledge
e_skills/ea8650d7-9f6e-4534-807e-aaef101a0234,e_skills/dac8ded2-5cde-4aed-adf1-12c77f4a59d5,optional,knowledge,knowledge
e_skills/79e23795-62bf-475e-9bff-e48c783b5f1d,e_skills/f875c1f5-a8d0-4eb9-a6ea-4b70c102868c,optional,knowledge,knowledge
e_skills/dd88c7d3-f56d-45f5-9c49-97b0cfc2ed28,e_skills/68acf021-aa1c-41e3-89bf-4a8c89902340,optional,knowledge,knowledge
e_skills/d125f905-ec19-4b97-a3c2-5ff56c3fd4b4,e_skills/c7bc1c40-16df-49d1-a77b-6b5474011cf0,optional,knowledge,knowledge
e_skills/9e7606d2-2354-4828-a315-7661b820ad83,e_skills/978d30f6-bd93-44b2-bdbf-6bc440a18666,optional,knowledge,knowledge
e_skills/9e7606d2-2354-4828-a315-7661b820ad83,e_skills/ffa4384a-bca9-4eb1-9028-11509e8be8fa,optional,knowledge,knowledge
e_skills/e67d6cf9-3b8f-4494-93b2-cbbe3b60b3c8,e_skills/e85a46d5-1072-4407-bfd1-4e33e96f18e1,optional,knowledge,knowledge
e_skills/1ad8af8b-4def-4b7e-a8a1-1ca60033daed,e_skills/e5900d42-3bda-45cd-8505-a36da431c831,optional,knowledge,knowledge
e_skills/aa868430-9e07-4a36-a07a-9e71078ad76b,e_skills/fc63730a-9a12-474b-beda-8a046f636d26,optional,knowledge,knowledge
e_skills/cb0932ca-5b49-4792-b8ac-c975309a728d,e_skills/c2c4ffcb-ea70-444f-ae07-c33247ef270d,optional,knowledge,knowledge
e_skills/f5cee8d0-2a07-4279-9b50-bd242d721077,e_skills/0c07fcfa-48b9-4f84-8caa-27f7e6a8e588,optional,knowledge,knowledge
e_skills/c0c732f0-56d9-4c29-b7ed-336f2391eaac,e_skills/961e8dc2-cd8e-4c28-94eb-b0b725448001,optional,knowledge,knowledge
e_skills/c0c732f0-56d9-4c29-b7ed-336f2391eaac,e_skills/ea065812-6cdc-4155-9c8e-dd0350385f2d,optional,knowledge,knowledge
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/14c60483-40b1-4b10-bae1-3716e889b5b5,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/78624fe5-74cd-4a57-9f51-3dac29e9c1bf,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/9866d116-2362-4cf5-b30d-29e0c65cd63e,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/ff874ee1-8332-4991-b6b7-44f4ae956926,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/a781749d-4878-4fa3-8b85-6569bff5823b,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/03ba07e4-7e2e-43fa-b467-1301a0208072,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/c6fed9e5-c956-4642-aac1-1d01b49d139e,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/6fe43f66-1a12-44af-936c-bd8da3b928ea,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/995e2fdb-0a4e-4e87-b93c-0f67e9608670,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/3558f423-fbcb-45c7-b3ce-fa20784a6249,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/0596719e-9de0-4a80-ac5b-d1b700d672da,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/46d74904-26cc-4968-9f8d-f693f8b6c90a,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/cf37ea9c-f4a3-4fa8-b4b8-79e43dcd794b,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/07fa0bb0-7e31-4672-869c-b8d8ef2814e6,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/ad7ce805-f318-4360-9122-243467f0c12f,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/e5ecd7d7-f868-43b5-99c5-ff80a775925f,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/dd53eadf-800b-4f8a-a675-6653f6a322d6,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/110fef5a-963c-450f-a82b-bcdf8eedd519,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/2dd19962-8bfe-4c96-8416-46ce15341972,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/e820cfcd-6dab-47a5-8639-b95a93663bce,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/693e33a6-019f-487b-a015-3fa042599fd5,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/425f5809-67b5-488b-8496-8b6001792cda,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/0231fe96-89fa-465b-8f94-c8f7ab9e177d,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/b858b8a3-c42d-42b3-88a6-5eb9889edb7f,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/346d870e-fa15-4d09-8031-1f9ef63df840,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/8f7b75c2-f42f-45f6-99f9-8dabd5fb209a,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/7dab889c-1584-47c9-86ff-2da4db728f9d,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/048057ee-7546-430a-b058-27a90d392c59,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/82575fcc-e86f-4145-a96d-4cd81c699b56,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/28b2739c-9c22-4a61-8bad-042ef9ca50b2,optional,,
e_skills/fd807894-cbc9-48ac-ba86-6aab89093dac,e_skills/7b5cc471-c798-45f2-a271-a84366b3da2a,optional,,
e_skills/febfe596-1e83-4e43-945a-4a76b6176abb,e_skills/aacda7fd-de7c-4647-a919-9c6cda965382,optional,knowledge,knowledge
e_skills/febfe596-1e83-4e43-945a-4a76b6176abb,e_skills/3cc88284-62b9-4489-b0bf-012d59ba3bae,optional,knowledge,knowledge
e_skills/f548125c-88d6-4d80-be7b-179c96f64e11,e_skills/539af034-a106-4641-b582-d63aa14766f4,optional,knowledge,knowledge
e_skills/e661c19a-3c59-43ff-ae26-47860664e1b2,e_skills/ac622a28-bfa7-40d9-b8b7-92f61b5a3760,optional,knowledge,knowledge
e_skills/e661c19a-3c59-43ff-ae26-47860664e1b2,e_skills/1bb5b6bd-c69d-4b8d-8265-3b5b3f05e3a8,optional,knowledge,knowledge
e_skills/a4fad33e-cdce-413b-968e-b9400402d9d8,e_skills/f1d23797-9117-409b-912a-d2e3117809c4,optional,knowledge,knowledge
e_skills/a248b888-524d-4603-86c6-9cd43dcd547f,e_skills/978d30f6-bd93-44b2-bdbf-6bc440a18666,optional,knowledge,knowledge
e_skills/a248b888-524d-4603-86c6-9cd43dcd547f,e_skills/3c82c683-394d-4f3b-be04-c352981bae51,optional,knowledge,knowledge
e_skills/6fc88cc7-d3ec-4719-858b-2e3be6ce1c8c,e_skills/ae749f89-526e-4def-bb26-6342b1db7635,optional,knowledge,knowledge
e_skills/76c54332-9b9f-4cbb-ae2a-d10663fb053d,e_skills/c0994841-c45f-4da9-bbf5-9aed0c9c99fe,optional,knowledge,knowledge
e_skills/76c54332-9b9f-4cbb-ae2a-d10663fb053d,e_skills/0589e272-adac-47e3-b85f-d688966cefe2,optional,knowledge,knowledge
e_skills/76c54332-9b9f-4cbb-ae2a-d10663fb053d,e_skills/c111057f-4eaf-43b0-be2a-5836015ec540,optional,knowledge,knowledge
e_skills/bf517ddd-bc60-4e52-ba12-496f194bd8fd,e_skills/5bc54136-37e9-4c4d-aeea-eb7e6d16882a,optional,knowledge,knowledge
e_skills/f35ee8d7-5bf5-4768-aa8f-d2fcb3053f05,e_skills/13efc396-5136-4a28-8c1a-07217c56a49a,optional,knowledge,knowledge
e_skills/a1286cb8-4ad4-4338-9914-f0748391a322,e_skills/8013f1ab-fc93-4544-84ac-d500767b97fa,optional,knowledge,knowledge
e_skills/205eef0b-876f-48c5-8550-15aab185780f,e_skills/9c0e1c8d-09d9-4ed1-8ae0-f639406a03dc,optional,knowledge,knowledge
e_skills/205eef0b-876f-48c5-8550-15aab185780f,e_skills/a8ea4f63-bee3-4114-a685-3a95109387ef,optional,knowledge,knowledge
e_skills/01184a39-2fa5-42ce-b06f-95dd97ff8447,e_skills/b4103596-0eb3-44ba-bd35-15e2ee0d3fbb,optional,knowledge,knowledge
e_skills/f16d1a5f-fedd-4432-8522-46fd07b30a5e,e_skills/02ebce14-6d94-45e0-a7a2-9c6cf4d30ca7,optional,knowledge,knowledge
e_skills/f16d1a5f-fedd-4432-8522-46fd07b30a5e,e_skills/89cab5ca-a7ce-42f9-a1e3-98b3016deb07,optional,knowledge,knowledge
e_skills/3712d131-ccde-4a28-86ff-fe9ef51e2311,e_skills/09331cfd-4d01-4237-b8cc-53d43f8eb1a5,optional,knowledge,knowledge
e_skills/0570dde9-8e89-49e3-b22c-8e46cf92aa84,e_skills/721836e6-d46d-4ccb-acf5-fa4c4b5a755f,optional,knowledge,knowledge
e_skills/b90a02eb-b060-4395-b8ba-2e726e424647,e_skills/2c637972-036e-4f75-a1a8-fd0e6d385c06,optional,knowledge,knowledge
e_skills/b54f0f83-f509-4836-aaed-0b12e8d69b73,e_skills/38ff61b4-a057-4ab1-b250-7263b419c2da,optional,knowledge,knowledge
e_skills/8b510f0d-e97e-440e-842a-00f9977c7d73,e_skills/a02c95f5-af39-4a30-8d01-d76b8323c820,optional,knowledge,knowledge
e_skills/366856ff-cc8b-499d-85cc-946f682edd5c,e_skills/3031f852-e230-4f5d-9665-572b18c20f4e,optional,knowledge,knowledge
e_skills/12fb53d2-9bfc-4fa4-94b7-61a1a0dd772e,e_skills/636d582f-5ad4-4103-93d3-480a74ea2572,optional,knowledge,knowledge
e_skills/12fb53d2-9bfc-4fa4-94b7-61a1a0dd772e,e_skills/c350edfd-e2ec-4bed-9d54-3ee8286e5405,optional,knowledge,knowledge
e_skills/a4bf30cd-0b0e-4b9e-b86b-3712b09eba8e,e_skills/d1afce0d-40e5-4dfd-8cc5-4b0abcae9304,optional,knowledge,knowledge
e_skills/4ddde7b8-d2f4-4f0c-b2e5-76a75240e945,e_skills/1d16ebb3-7fb1-47b1-a8e0-7284dbdd3300,optional,knowledge,knowledge
e_skills/ad110eb5-61b5-41c3-b31d-9e6e45d7bc09,e_skills/4552ad89-53cc-4492-b715-cc0fff96df18,optional,knowledge,knowledge
e_skills/421f9026-4162-4071-909c-34a93764a0a8,e_skills/0414e9d5-5aad-4c28-ab96-cc4aa93d35f9,optional,knowledge,knowledge
e_skills/8972e0f8-04d9-42d9-a8a5-8f0f94b1c967,e_skills/97981e83-bb33-4459-82c2-7ceefcb8fb62,optional,knowledge,knowledge
e_skills/8972e0f8-04d9-42d9-a8a5-8f0f94b1c967,e_skills/1ea32485-6671-4475-b291-dc0067e2bd9a,optional,knowledge,knowledge
e_skills/8972e0f8-04d9-42d9-a8a5-8f0f94b1c967,e_skills/1976c9db-bfce-45ac-b441-3a1b26d7b15e,optional,knowledge,knowledge
e_skills/54d39bd0-c224-459e-be38-0034d3099366,e_skills/d2e386f5-92cd-453d-adfe-ab605e18b9df,optional,knowledge,knowledge
e_skills/6ea4132f-83c9-403d-b4cf-a8d356e3f18c,e_skills/0804b946-7300-4158-a75c-65e1b95cf63c,optional,knowledge,knowledge
e_skills/6ea4132f-83c9-403d-b4cf-a8d356e3f18c,e_skills/0d12e9ea-a058-43cc-a6af-6ccae495356d,optional,knowledge,knowledge
e_skills/33d222dd-2c4a-4c60-a162-76e10ec5132f,e_skills/dcafb689-0fa6-4b05-9a26-0760ba13f22e,optional,knowledge,knowledge
e_skills/96e406b0-c594-4f1c-a8fd-fb4a17105b2b,e_skills/8bff0a76-bb22-41c8-af21-e56225459553,optional,knowledge,knowledge
e_skills/96e406b0-c594-4f1c-a8fd-fb4a17105b2b,e_skills/5a091317-cedf-4bb1-8715-21348c335cfb,optional,knowledge,knowledge
e_skills/d84f4466-e37e-4c73-ad6a-70b9538bb889,e_skills/0fca4242-45df-4840-86b6-4ffdffe36af1,optional,knowledge,knowledge
e_skills/073f0359-fee4-4ef4-9792-15a213f6a5a9,e_skills/34bdbb2f-c501-4e33-974c-15a476599f9d,optional,knowledge,knowledge
e_skills/073f0359-fee4-4ef4-9792-15a213f6a5a9,e_skills/ecf99597-b094-4d0f-a189-bedff8ee6c04,optional,knowledge,knowledge
e_skills/776afaff-837e-4565-bda4-639bad467975,e_skills/6c848ce9-6fe3-42a4-b7e0-06353fed0d9f,optional,knowledge,knowledge
e_skills/59d98214-9d09-43b0-9840-d4fe6f913a00,e_skills/703f662a-648c-46db-93c7-0147ee25eac7,optional,knowledge,knowledge
e_skills/c8147256-4e38-4918-bc24-a21cf1f1d194,e_skills/9c06473b-a1a4-431f-9d86-d08d50aa26d3,optional,knowledge,knowledge
e_skills/aa72cfde-5e85-47e7-aafd-77e0046a821c,e_skills/e45fb96e-faa6-446f-84d0-c9a4b1de573f,optional,knowledge,knowledge
e_skills/ebaa9bfc-36e1-4f66-9c7e-f5bc4917dcf0,e_skills/f1b67076-9b73-4a4e-b501-0a3b2be4286b,optional,knowledge,knowledge
e_skills/ebaa9bfc-36e1-4f66-9c7e-f5bc4917dcf0,e_skills/ad735bc6-b743-40fa-9c8f-99597aa3a36b,optional,knowledge,knowledge
e_skills/27048703-3709-4b42-981c-c29248201a03,e_skills/fdc9af31-a5ba-4b2e-9578-2b8baca0f13d,essential,knowledge,knowledge
e_skills/27048703-3709-4b42-981c-c29248201a03,e_skills/0c5fb4af-f487-4c37-9ffa-9e9b0bc27d61,optional,knowledge,knowledge
e_skills/27048703-3709-4b42-981c-c29248201a03,e_skills/1617da0e-8630-4766-92df-a2627f0353d3,optional,knowledge,knowledge
e_skills/b0c05498-bdeb-4afc-bf02-9eb1894f0ff9,e_skills/c5cfb08b-491a-470b-90d7-9af0536c8197,optional,knowledge,knowledge
e_skills/b0c05498-bdeb-4afc-bf02-9eb1894f0ff9,e_skills/0c07fcfa-48b9-4f84-8caa-27f7e6a8e588,optional,knowledge,knowledge
e_skills/964311f1-14ad-4024-a9f5-2716514cc66b,e_skills/729f67dd-ff15-4ea8-9070-fa7f6161ccc4,optional,knowledge,knowledge
e_skills/872a05fd-d1f7-4f2f-a600-d80799718045,e_skills/9393c103-efee-466d-9d8a-1706247133b5,optional,knowledge,knowledge
e_skills/76fea1c0-0011-4590-b106-7943a4fd715a,e_skills/2c637972-036e-4f75-a1a8-fd0e6d385c06,optional,knowledge,knowledge
e_skills/717d1ad2-996a-4db1-af8f-b2f2d63b9c1a,e_skills/1d5601db-2a45-43b8-be08-b5a78755ddec,essential,knowledge,knowledge
e_skills/47abf023-d733-4f68-a919-a1a6e955ec8b,e_skills/8758f597-a489-4305-9f3a-83df22b3d610,optional,knowledge,knowledge
e_skills/47abf023-d733-4f68-a919-a1a6e955ec8b,e_skills/a5ab033d-0026-4de5-bc18-7c5023298159,optional,knowledge,knowledge
e_skills/1ca6356b-f38f-4062-85ea-7acf9315195a,e_skills/3f05032b-a738-448d-b287-d5e7075824a5,optional,knowledge,knowledge
e_skills/54bad3a8-582f-4328-9dff-ed61db6d683d,e_skills/44f393d4-79f6-4096-86fe-b240e2c0686e,optional,knowledge,knowledge
e_skills/54bad3a8-582f-4328-9dff-ed61db6d683d,e_skills/7d5a72b9-0640-49eb-ad34-ee9abd48c377,optional,knowledge,knowledge
e_skills/54bad3a8-582f-4328-9dff-ed61db6d683d,e_skills/39d16a52-76fc-4163-b88d-1e92d143f4d9,optional,knowledge,knowledge
e_skills/931c3100-f676-467c-938d-c94904e2a2f2,e_skills/336c39d4-a3c6-4e2d-9a40-952af01335d4,optional,knowledge,knowledge
e_skills/931c3100-f676-467c-938d-c94904e2a2f2,e_skills/2c637972-036e-4f75-a1a8-fd0e6d385c06,optional,knowledge,knowledge
e_skills/342bdc7a-4443-449e-9fad-61c2f6ebea97,e_skills/d7e7893b-efe0-4952-8506-cc584b85e572,optional,knowledge,knowledge
e_skills/86558adb-5e1e-4306-8b59-d0310286fb66,e_skills/8054565b-b93e-4bdb-9619-ea41b393940a,optional,knowledge,knowledge
e_skills/86558adb-5e1e-4306-8b59-d0310286fb66,e_skills/3a625f5b-6d10-4304-8caf-cc0727e6d5af,optional,knowledge,knowledge
e_skills/c0a5da49-8b48-4cf1-979b-d85e9faa0283,e_skills/567c2bf4-42dd-4f0c-a520-197ee9c9a4c4,optional,knowledge,knowledge
e_skills/b1850817-15d2-49d6-a9ed-28c86481ced5,e_skills/9f025ac4-b5d4-4c8b-b064-c2efd4efcc43,optional,knowledge,knowledge
e_skills/51df078c-866c-4d58-827a-bc5b2aa26171,e_skills/2de7614b-2658-42c4-ab88-0c16306da050,optional,knowledge,knowledge
e_skills/51df078c-866c-4d58-827a-bc5b2aa26171,e_skills/fed88d11-de8b-4ce0-89a8-a644d9b0d13b,optional,knowledge,knowledge
e_skills/a2b37143-ba6c-4731-b770-bf31ead8f296,e_skills/d4b7c45e-5661-4a29-8b92-dfa934d0c7f9,optional,knowledge,knowledge
e_skills/3339c70e-7e9c-46a1-91b4-899db602cf55,e_skills/c4583a1f-952a-415c-ad6c-ce1e7597f69c,optional,knowledge,knowledge
e_skills/2f54e763-ad25-4fc5-a0a6-58a6d8c5325f,e_skills/b51d47a6-97a4-4e5d-80c2-8301e1404d2f,optional,knowledge,knowledge
e_skills/828ad3e5-4284-4a47-b99e-70444298b35e,e_skills/1de48b27-1518-4b03-9512-799ac309f65e,optional,knowledge,knowledge
e_skills/828ad3e5-4284-4a47-b99e-70444298b35e,e_skills/75a3de95-93cc-4c17-b324-abe5e2ffa07a,optional,knowledge,knowledge
e_skills/363e3bbc-b215-4349-bf05-da03ab8e1b9d,e_skills/978d30f6-bd93-44b2-bdbf-6bc440a18666,optional,knowledge,knowledge
e_skills/363e3bbc-b215-4349-bf05-da03ab8e1b9d,e_skills/58902e7b-fd4a-4651-adfe-031d050901a2,optional,knowledge,knowledge
e_skills/363e3bbc-b215-4349-bf05-da03ab8e1b9d,e_skills/64d49ce4-c92f-41f3-ad64-a518e1aba94f,optional,knowledge,knowledge
e_skills/363e3bbc-b215-4349-bf05-da03ab8e1b9d,e_skills/0e14e4bd-52c0-4e7a-867c-9eca3c7123df,optional,knowledge,knowledge
e_skills/363e3bbc-b215-4349-bf05-da03ab8e1b9d,e_skills/49c2cd6a-778e-43fd-aad7-5828d3f6856e,optional,knowledge,knowledge
e_skills/cbb53cdf-fead-4c68-8c7c-bd2b1090b419,e_skills/44094377-02ef-460e-b51a-4703b8931d53,optional,knowledge,knowledge
e_skills/c5ab6391-1123-4603-86a7-e9c5d4d41e21,e_skills/1764385e-58c4-4fdc-ba71-4028cc60d4ec,optional,knowledge,knowledge
e_skills/c5ab6391-1123-4603-86a7-e9c5d4d41e21,e_skills/ef926435-761c-48de-bcb1-0c056dbf5ec7,optional,knowledge,knowledge
